,mean,sd,hpd_3%,hpd_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
"mu_gp[0,10]",-1.052,1.206,-3.183,1.288,0.016,0.011,5550.0,5515.0,5544.0,6684.0,1.0
"mu_gp[0,11]",-1.266,1.19,-3.52,0.952,0.017,0.012,4900.0,4900.0,4896.0,6186.0,1.0
"mu_gp[0,12]",1.667,1.219,-0.618,3.955,0.016,0.011,5822.0,5822.0,5824.0,7350.0,1.0
"mu_gp[0,13]",-0.676,1.325,-3.135,1.824,0.017,0.012,6373.0,5757.0,6368.0,7563.0,1.0
"mu_gp[0,14]",-2.467,1.226,-4.819,-0.246,0.016,0.011,5770.0,5770.0,5768.0,6981.0,1.0
"mu_gp[0,15]",0.234,1.253,-2.06,2.627,0.017,0.012,5324.0,5324.0,5317.0,6935.0,1.0
"mu_gp[0,16]",2.026,1.229,-0.282,4.354,0.016,0.012,5792.0,5362.0,5815.0,6143.0,1.0
"mu_gp[0,17]",2.681,1.254,0.277,5.018,0.017,0.012,5374.0,5114.0,5372.0,6531.0,1.0
"mu_gp[0,18]",-0.443,1.215,-2.791,1.775,0.016,0.012,5549.0,5549.0,5550.0,7112.0,1.0
"mu_gp[0,19]",-0.38,1.189,-2.602,1.84,0.016,0.011,5486.0,5486.0,5492.0,7254.0,1.0
"mu_gp[0,20]",-0.325,1.199,-2.449,2.062,0.017,0.012,4705.0,4705.0,4701.0,6337.0,1.0
"mu_gp[0,21]",1.914,1.236,-0.387,4.242,0.014,0.01,7443.0,7130.0,7448.0,7495.0,1.0
"mu_gp[0,22]",2.48,1.216,0.232,4.762,0.015,0.011,6355.0,6338.0,6358.0,7123.0,1.0
"mu_gp[0,23]",0.298,1.206,-1.975,2.585,0.015,0.011,6133.0,6133.0,6132.0,7058.0,1.0
"mu_gp[0,24]",-2.817,1.253,-5.158,-0.48,0.018,0.013,4738.0,4738.0,4750.0,5912.0,1.0
"mu_gp[1,0]",1.635,1.275,-0.738,4.025,0.017,0.012,5757.0,5757.0,5756.0,7552.0,1.0
"mu_gp[1,1]",1.145,1.205,-1.105,3.426,0.017,0.012,5261.0,5261.0,5262.0,7102.0,1.0
"mu_gp[1,2]",-1.216,1.21,-3.371,1.184,0.016,0.011,5778.0,5778.0,5778.0,6912.0,1.0
"mu_gp[1,3]",-0.443,1.212,-2.678,1.859,0.016,0.011,5704.0,5704.0,5707.0,7301.0,1.0
"mu_gp[1,4]",1.744,1.224,-0.557,4.072,0.016,0.012,5626.0,5626.0,5632.0,7093.0,1.0
"mu_gp[1,5]",-1.792,1.204,-4.045,0.401,0.016,0.011,5653.0,5627.0,5653.0,7033.0,1.0
"mu_gp[1,6]",-4.074,1.244,-6.436,-1.755,0.018,0.013,4925.0,4915.0,4926.0,5991.0,1.0
"mu_gp[1,7]",1.875,1.224,-0.494,4.096,0.016,0.011,6057.0,6057.0,6057.0,7211.0,1.0
"mu_gp[1,8]",1.931,1.232,-0.429,4.169,0.017,0.012,5167.0,5167.0,5178.0,6704.0,1.0
"mu_gp[1,9]",0.304,1.213,-1.923,2.649,0.016,0.011,5879.0,5879.0,5877.0,7092.0,1.0
"mu_gp[1,10]",3.311,1.218,1.07,5.591,0.016,0.012,5715.0,5537.0,5717.0,6393.0,1.0
"mu_gp[1,11]",0.334,1.184,-1.976,2.456,0.017,0.012,4598.0,4598.0,4594.0,6215.0,1.0
"mu_gp[1,12]",0.03,1.191,-2.352,2.121,0.016,0.011,5366.0,5366.0,5361.0,6519.0,1.0
"mu_gp[1,13]",0.517,1.212,-1.758,2.807,0.016,0.011,5793.0,5793.0,5790.0,7259.0,1.0
"mu_gp[1,14]",-4.362,1.228,-6.756,-2.149,0.016,0.011,6143.0,5939.0,6149.0,7263.0,1.0
"mu_gp[1,15]",-2.253,1.208,-4.515,0.039,0.017,0.012,5132.0,5132.0,5135.0,6562.0,1.0
"mu_gp[1,16]",-3.527,1.228,-5.739,-1.1,0.017,0.012,5415.0,5391.0,5415.0,6511.0,1.0
"mu_gp[1,17]",-0.159,1.218,-2.488,2.116,0.016,0.012,5592.0,5592.0,5590.0,6965.0,1.0
"mu_gp[1,18]",1.342,1.243,-0.904,3.756,0.017,0.012,5499.0,5499.0,5511.0,7119.0,1.0
"mu_gp[1,19]",3.526,1.204,1.209,5.702,0.016,0.011,5767.0,5669.0,5730.0,7366.0,1.0
"mu_gp[1,20]",-0.341,1.216,-2.664,1.905,0.017,0.012,4842.0,4842.0,4843.0,6840.0,1.0
"mu_gp[1,21]",-2.354,1.196,-4.704,-0.195,0.015,0.01,6544.0,6544.0,6545.0,6615.0,1.0
"mu_gp[1,22]",0.679,1.253,-1.614,3.102,0.016,0.011,5992.0,5956.0,5982.0,7373.0,1.0
"mu_gp[1,23]",0.993,1.206,-1.325,3.202,0.016,0.011,5775.0,5775.0,5774.0,6904.0,1.0
"mu_gp[1,24]",-0.929,1.214,-3.158,1.403,0.018,0.013,4355.0,4355.0,4352.0,5979.0,1.0
"mu_gp[2,0]",1.859,1.251,-0.488,4.231,0.017,0.012,5460.0,5460.0,5465.0,7145.0,1.0
"mu_gp[2,1]",-0.474,1.241,-2.769,1.877,0.017,0.012,5352.0,5352.0,5355.0,6569.0,1.0
"mu_gp[2,2]",1.042,1.207,-1.214,3.324,0.017,0.012,5350.0,5350.0,5354.0,6387.0,1.0
"mu_gp[2,3]",-2.139,1.197,-4.383,0.127,0.016,0.011,5901.0,5901.0,5901.0,6644.0,1.0
"mu_gp[2,4]",-6.198,1.203,-8.456,-3.979,0.017,0.012,5273.0,5259.0,5277.0,6807.0,1.0
"mu_gp[2,5]",-1.536,1.262,-3.826,0.917,0.016,0.012,5983.0,5983.0,5986.0,6892.0,1.0
"mu_gp[2,6]",-0.744,1.23,-3.087,1.551,0.018,0.013,4811.0,4681.0,4822.0,6083.0,1.0
"mu_gp[2,7]",-3.023,1.298,-5.522,-0.66,0.016,0.012,6249.0,6249.0,6253.0,7966.0,1.0
"mu_gp[2,8]",-0.351,1.199,-2.613,1.856,0.018,0.013,4443.0,4443.0,4448.0,6913.0,1.0
"mu_gp[2,9]",1.312,1.218,-0.848,3.67,0.016,0.011,5625.0,5625.0,5624.0,6796.0,1.0
"mu_gp[2,10]",1.17,1.216,-1.081,3.477,0.016,0.012,5572.0,5440.0,5576.0,6672.0,1.0
"mu_gp[2,11]",0.385,1.198,-1.97,2.523,0.017,0.012,4765.0,4765.0,4766.0,6863.0,1.0
"mu_gp[2,12]",-0.659,1.223,-2.942,1.636,0.017,0.012,5403.0,5403.0,5413.0,6881.0,1.0
"mu_gp[2,13]",-0.738,1.226,-3.013,1.549,0.017,0.012,5285.0,5285.0,5291.0,6630.0,1.0
"mu_gp[2,14]",3.646,1.241,1.374,6.034,0.017,0.012,5419.0,5364.0,5419.0,6452.0,1.0
"mu_gp[2,15]",0.662,1.22,-1.643,2.945,0.017,0.012,5368.0,5368.0,5376.0,6208.0,1.0
"mu_gp[2,16]",-1.901,1.182,-4.123,0.282,0.016,0.011,5439.0,5439.0,5442.0,6442.0,1.0
"mu_gp[2,17]",-0.136,1.232,-2.414,2.239,0.017,0.012,5084.0,5084.0,5085.0,6388.0,1.0
"mu_gp[2,18]",3.452,1.222,1.211,5.814,0.017,0.012,5303.0,5303.0,5301.0,7024.0,1.0
"mu_gp[2,19]",-1.904,1.195,-4.136,0.342,0.017,0.012,4908.0,4908.0,4908.0,6578.0,1.0
"mu_gp[2,20]",0.348,1.212,-1.894,2.677,0.017,0.012,4820.0,4820.0,4822.0,6220.0,1.0
"mu_gp[2,21]",0.621,1.228,-1.695,2.92,0.015,0.011,6652.0,6517.0,6648.0,7495.0,1.0
"mu_gp[2,22]",-3.193,1.228,-5.534,-0.942,0.016,0.011,5842.0,5841.0,5850.0,6619.0,1.0
"mu_gp[2,23]",0.18,1.207,-2.091,2.444,0.016,0.011,5909.0,5909.0,5913.0,6474.0,1.0
"mu_gp[2,24]",4.251,1.229,2.024,6.621,0.019,0.013,4395.0,4395.0,4397.0,5704.0,1.0
"mu_gp[3,0]",-3.233,1.222,-5.508,-0.939,0.017,0.012,5434.0,5361.0,5429.0,7042.0,1.0
"mu_gp[3,1]",2.435,1.234,0.019,4.675,0.016,0.012,5705.0,5672.0,5704.0,6563.0,1.0
"mu_gp[3,2]",3.086,1.194,0.859,5.384,0.016,0.011,5570.0,5510.0,5578.0,6717.0,1.0
"mu_gp[3,3]",1.835,1.286,-0.552,4.249,0.017,0.012,5898.0,5824.0,5904.0,7303.0,1.0
"mu_gp[3,4]",5.161,1.221,2.885,7.467,0.016,0.011,5688.0,5688.0,5689.0,6895.0,1.0
"mu_gp[3,5]",-0.538,1.224,-2.856,1.726,0.016,0.012,5662.0,5662.0,5662.0,6804.0,1.0
"mu_gp[3,6]",-2.076,1.212,-4.281,0.195,0.017,0.013,4897.0,4650.0,4898.0,5910.0,1.0
"mu_gp[3,7]",1.943,1.247,-0.493,4.178,0.017,0.012,5646.0,5646.0,5651.0,6582.0,1.0
"mu_gp[3,8]",-3.812,1.198,-6.142,-1.642,0.018,0.013,4443.0,4437.0,4447.0,6738.0,1.0
"mu_gp[3,9]",-0.188,1.245,-2.652,2.038,0.016,0.011,5894.0,5894.0,5899.0,7129.0,1.0
"mu_gp[3,10]",-2.504,1.196,-4.752,-0.297,0.016,0.011,5447.0,5447.0,5451.0,6294.0,1.0
"mu_gp[3,11]",-3.867,1.227,-6.18,-1.621,0.018,0.013,4530.0,4530.0,4530.0,6283.0,1.0
"mu_gp[3,12]",-2.59,1.228,-4.896,-0.297,0.017,0.012,5310.0,5310.0,5307.0,6884.0,1.0
"mu_gp[3,13]",0.894,1.224,-1.432,3.158,0.017,0.012,5496.0,5496.0,5494.0,6599.0,1.0
"mu_gp[3,14]",0.885,1.227,-1.365,3.222,0.017,0.012,5507.0,5507.0,5490.0,6779.0,1.0
"mu_gp[3,15]",3.917,1.208,1.576,6.179,0.017,0.012,5293.0,5293.0,5300.0,6211.0,1.0
"mu_gp[3,16]",-1.774,1.2,-3.901,0.587,0.016,0.012,5424.0,5424.0,5425.0,6502.0,1.0
"mu_gp[3,17]",0.097,1.223,-2.047,2.533,0.018,0.012,4856.0,4856.0,4861.0,6412.0,1.0
"mu_gp[3,18]",-2.45,1.216,-4.733,-0.207,0.017,0.012,5162.0,5162.0,5164.0,6495.0,1.0
"mu_gp[3,19]",-1.921,1.203,-4.204,0.306,0.018,0.012,4706.0,4706.0,4706.0,6152.0,1.0
"mu_gp[3,20]",-3.091,1.2,-5.311,-0.802,0.017,0.012,4885.0,4885.0,4891.0,5594.0,1.0
"mu_gp[3,21]",4.03,1.18,1.787,6.235,0.015,0.01,6543.0,6498.0,6541.0,7213.0,1.0
"mu_gp[3,22]",-0.266,1.235,-2.583,2.053,0.016,0.011,6018.0,6018.0,6022.0,6717.0,1.0
"mu_gp[3,23]",-2.142,1.209,-4.435,0.037,0.016,0.011,5673.0,5650.0,5671.0,6691.0,1.0
"mu_gp[3,24]",1.589,1.221,-0.723,3.836,0.018,0.013,4379.0,4379.0,4382.0,5617.0,1.0
"mu_gp[4,0]",-2.724,1.259,-5.175,-0.448,0.017,0.012,5795.0,5795.0,5793.0,6703.0,1.0
"mu_gp[4,1]",-2.863,1.211,-5.175,-0.646,0.017,0.012,5189.0,5189.0,5186.0,6193.0,1.0
"mu_gp[4,2]",-2.63,1.23,-4.955,-0.286,0.017,0.012,5484.0,5484.0,5473.0,6277.0,1.0
"mu_gp[4,3]",4.358,1.255,2.028,6.762,0.016,0.011,6134.0,6083.0,6136.0,7103.0,1.0
"mu_gp[4,4]",1.83,1.245,-0.48,4.189,0.017,0.012,5199.0,5199.0,5206.0,6738.0,1.0
"mu_gp[4,5]",-0.014,1.271,-2.321,2.458,0.017,0.012,5883.0,5883.0,5882.0,7252.0,1.0
"mu_gp[4,6]",0.84,1.255,-1.541,3.168,0.019,0.013,4597.0,4597.0,4612.0,6278.0,1.0
"mu_gp[4,7]",-0.284,1.234,-2.642,1.99,0.017,0.012,5541.0,5541.0,5549.0,6817.0,1.0
"mu_gp[4,8]",-0.202,1.216,-2.382,2.157,0.018,0.013,4701.0,4701.0,4702.0,6616.0,1.0
"mu_gp[4,9]",3.228,1.257,0.917,5.682,0.016,0.011,6158.0,6158.0,6154.0,7617.0,1.0
"mu_gp[4,10]",0.236,1.23,-2.068,2.552,0.016,0.012,5752.0,5690.0,5746.0,6445.0,1.0
"mu_gp[4,11]",2.05,1.236,-0.309,4.372,0.018,0.013,4686.0,4686.0,4699.0,6705.0,1.0
"mu_gp[4,12]",1.299,1.191,-0.969,3.483,0.016,0.012,5269.0,5269.0,5272.0,6792.0,1.0
"mu_gp[4,13]",-0.878,1.243,-3.226,1.454,0.017,0.012,5220.0,5220.0,5219.0,7183.0,1.0
"mu_gp[4,14]",-0.955,1.208,-3.145,1.377,0.016,0.011,5721.0,5721.0,5725.0,6916.0,1.0
"mu_gp[4,15]",-0.412,1.238,-2.696,1.93,0.016,0.012,5686.0,5686.0,5690.0,6687.0,1.0
"mu_gp[4,16]",3.34,1.224,1.08,5.647,0.016,0.012,5544.0,5544.0,5546.0,7078.0,1.0
"mu_gp[4,17]",-0.296,1.227,-2.595,2.01,0.017,0.012,5146.0,5146.0,5144.0,6219.0,1.0
"mu_gp[4,18]",-0.461,1.24,-2.767,1.859,0.017,0.012,5615.0,5615.0,5605.0,6717.0,1.0
"mu_gp[4,19]",-1.358,1.203,-3.576,0.895,0.017,0.012,4953.0,4953.0,4964.0,7034.0,1.0
"mu_gp[4,20]",0.734,1.195,-1.54,2.912,0.017,0.012,5108.0,5108.0,5107.0,7003.0,1.0
"mu_gp[4,21]",-2.418,1.251,-4.746,-0.049,0.016,0.011,6240.0,5958.0,6227.0,7255.0,1.0
"mu_gp[4,22]",-1.977,1.251,-4.489,0.215,0.016,0.011,6075.0,6075.0,6076.0,7084.0,1.0
"mu_gp[4,23]",-0.03,1.222,-2.231,2.291,0.015,0.011,6275.0,6275.0,6276.0,7109.0,1.0
"mu_gp[4,24]",0.047,1.248,-2.251,2.442,0.018,0.013,4765.0,4765.0,4767.0,5931.0,1.0
sigma_movie,2.352,0.034,2.289,2.418,0.0,0.0,16181.0,16181.0,16136.0,7187.0,1.0
sigma_person,2.521,0.166,2.228,2.852,0.002,0.001,11663.0,11478.0,11909.0,8177.0,1.0
sigma_genre,2.588,0.548,1.642,3.656,0.006,0.004,8242.0,8030.0,8198.0,6990.0,1.0
